,Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressurehPa,Mean_Sea_Level_PressurehPa,Min_Sea_Level_PressurehPa,Max_VisibilityKm,Mean_VisibilityKm,Min_VisibilitykM,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Max_Gust_SpeedKm_h,Precipitationmm,CloudCover,Events,WindDirDegrees,State
674,2014-11-06,9,6,2,8,6,2,100,91,67,1014,1012,1008,27.0,10.0,0.0,14,10,,0.0,4.0,Fog-Rain,208,HE
675,2014-11-07,9,5,1,7,4,1,100,90,73,1014,1010,1007,19.0,9.0,1.0,16,5,,0.0,6.0,Fog-Rain,175,HE
676,2014-11-08,13,10,7,8,7,5,100,85,60,1015,1013,1011,31.0,12.0,10.0,19,10,,0.0,4.0,Rain,171,HE
677,2014-11-09,10,7,4,7,6,3,100,87,70,1011,1010,1009,31.0,13.0,8.0,21,10,,0.0,6.0,Fog,48,HE
678,2014-11-10,10,8,6,9,7,6,100,92,82,1014,1012,1010,16.0,9.0,3.0,13,6,,0.0,7.0,Fog-Rain,137,HE
679,2014-11-11,9,7,5,8,7,5,100,90,75,1013,1008,1004,18.0,10.0,5.0,23,11,,0.0,6.0,Fog,55,HE
680,2014-11-12,9,8,7,9,8,7,100,93,86,1009,1005,1003,14.0,9.0,3.0,13,6,,0.0,8.0,Rain,181,HE
681,2014-11-13,11,10,8,10,9,8,100,93,80,1014,1013,1010,18.0,7.0,0.0,13,6,,0.0,7.0,Fog-Rain,135,HE
682,2014-11-14,12,10,8,8,8,6,93,83,64,1014,1010,1007,19.0,12.0,10.0,14,10,,0.0,6.0,,73,HE
683,2014-11-15,12,9,7,9,8,7,100,88,73,1007,1003,1001,31.0,10.0,5.0,23,10,,7.87,7.0,Rain,55,HE
684,2014-11-16,10,9,9,9,8,8,100,95,89,1004,1001,999,26.0,11.0,3.0,21,10,,3.05,7.0,Rain,200,HE
685,2014-11-17,11,9,8,8,7,6,100,87,71,1008,1006,1003,31.0,13.0,10.0,16,8,,1.02,6.0,Rain,61,HE
686,2014-11-18,9,9,8,8,7,6,99,88,75,1012,1008,1006,31.0,12.0,9.0,14,8,,3.05,7.0,Rain,358,HE
687,2014-11-19,9,7,6,8,7,6,100,90,76,1026,1019,1012,18.0,11.0,10.0,11,6,,0.0,6.0,Fog-Rain,32,HE
688,2014-11-20,8,6,4,6,4,2,100,87,69,1028,1026,1025,31.0,12.0,6.0,21,8,,0.0,5.0,Fog,62,HE
689,2014-11-21,9,6,2,4,3,1,100,83,54,1027,1023,1021,31.0,16.0,10.0,21,11,,0.0,5.0,,68,HE
690,2014-11-22,8,5,2,5,3,1,100,87,69,1023,1022,1020,26.0,10.0,5.0,14,8,,0.0,5.0,,47,HE
691,2014-11-23,9,7,4,5,4,4,100,93,66,1024,1021,1019,19.0,5.0,0.0,14,8,,0.0,7.0,Fog,73,HE
692,2014-11-24,9,6,2,7,5,1,100,93,75,1028,1023,1019,31.0,10.0,1.0,13,5,,0.0,6.0,Fog-Rain,101,HE
693,2014-11-25,6,2,-1,3,2,-1,100,87,73,1028,1025,1021,31.0,15.0,10.0,24,11,,0.0,5.0,Fog,63,HE
694,2014-11-26,6,4,2,2,1,0,93,80,67,1022,1017,1014,23.0,13.0,10.0,23,14,,0.0,7.0,Rain,57,HE
695,2014-11-27,6,5,4,3,2,2,87,79,67,1015,1011,1009,19.0,12.0,10.0,21,13,,0.0,7.0,Rain,62,HE
696,2014-11-28,5,3,2,3,2,1,93,83,74,1015,1012,1010,13.0,9.0,6.0,27,16,,0.0,7.0,,61,HE
697,2014-11-29,4,4,3,2,1,1,87,80,72,1017,1015,1014,14.0,11.0,10.0,24,16,,0.0,8.0,,75,HE
698,2014-11-30,4,3,3,2,2,1,93,85,79,1016,1013,1010,14.0,10.0,9.0,21,11,,0.0,8.0,,85,HE
699,2014-12-01,4,2,1,2,1,-2,87,81,70,1012,1010,1008,19.0,10.0,8.0,29,18,,0.0,8.0,,34,HE
700,2014-12-02,2,1,1,-1,-2,-2,87,78,67,1016,1012,1010,11.0,10.0,6.0,24,16,,0.25,7.0,Rain-Snow,30,HE
701,2014-12-03,2,1,0,-1,-2,-2,87,79,67,1020,1018,1015,11.0,10.0,8.0,26,18,,0.0,7.0,Snow,28,HE
702,2014-12-04,3,2,1,1,0,-2,93,86,72,1019,1016,1015,11.0,9.0,7.0,18,11,,0.0,7.0,Rain,37,HE
703,2014-12-05,4,3,2,2,2,1,93,87,78,1021,1019,1016,23.0,11.0,6.0,11,3,,0.0,7.0,Rain,205,HE
704,2014-12-06,6,4,3,3,3,2,100,90,69,1025,1022,1020,18.0,10.0,6.0,13,5,,0.0,7.0,Rain,44,HE
705,2014-12-07,6,3,-1,3,2,0,100,90,69,1025,1022,1019,27.0,11.0,8.0,26,8,,4.06,6.0,Fog-Rain,202,HE
706,2014-12-08,6,2,-2,3,1,-2,100,90,62,1022,1019,1018,31.0,13.0,10.0,19,11,,0.0,5.0,Fog-Rain,200,HE
707,2014-12-09,3,1,-2,1,0,-2,100,90,73,1031,1027,1020,31.0,13.0,10.0,13,5,,0.0,5.0,Fog-Rain,184,HE
708,2014-12-10,4,2,-1,3,1,-1,100,92,82,1030,1022,1018,19.0,11.0,4.0,29,18,,2.03,7.0,Rain-Snow,186,HE
709,2014-12-11,7,4,3,6,4,3,100,89,72,1019,1013,1011,31.0,12.0,6.0,40,18,52.0,6.1,6.0,Rain,210,HE
710,2014-12-12,11,8,4,5,4,4,87,72,57,1014,1006,1002,31.0,11.0,10.0,43,31,60.0,1.02,7.0,Rain,206,HE
711,2014-12-13,7,6,4,8,5,2,100,92,61,1014,1010,1004,31.0,11.0,5.0,32,13,,3.05,7.0,Rain,45,HE
712,2014-12-14,5,4,3,4,3,2,100,94,84,1019,1016,1013,31.0,13.0,8.0,11,6,,2.03,7.0,Rain,52,HE
713,2014-12-15,6,4,2,5,3,1,100,91,68,1018,1016,1015,31.0,10.0,5.0,19,6,,0.0,6.0,Fog-Rain,212,HE
714,2014-12-16,8,4,1,7,5,0,100,95,81,1016,1014,1012,19.0,9.0,5.0,23,10,,0.25,6.0,Fog-Rain,211,HE
715,2014-12-17,7,3,-1,7,3,-1,100,95,84,1016,1011,1006,19.0,10.0,3.0,29,14,,5.08,7.0,Fog-Rain-Snow,193,HE
716,2014-12-18,14,9,5,11,9,7,100,92,69,1017,1014,1012,26.0,10.0,3.0,37,21,,2.03,7.0,Rain,200,HE
717,2014-12-19,12,9,7,9,7,2,93,77,61,1021,1016,1013,26.0,11.0,5.0,45,34,61.0,7.11,6.0,Rain,233,HE
718,2014-12-20,7,4,2,4,2,1,93,77,61,1028,1023,1020,31.0,13.0,10.0,35,19,52.0,0.0,4.0,Rain,220,HE
719,2014-12-21,7,4,1,4,3,1,100,82,67,1032,1030,1027,31.0,12.0,10.0,40,19,52.0,0.0,5.0,Rain,208,HE
720,2014-12-22,9,8,7,6,4,3,82,76,67,1028,1024,1022,31.0,11.0,10.0,47,34,58.0,0.0,7.0,Rain,212,HE
721,2014-12-23,10,8,7,7,6,4,87,82,70,1024,1022,1021,10.0,10.0,10.0,34,23,,0.0,6.0,,196,HE
722,2014-12-24,9,7,5,7,4,2,93,79,67,1022,1019,1018,31.0,12.0,8.0,39,26,53.0,0.0,6.0,Rain,213,HE
723,2014-12-25,7,4,1,6,2,0,93,77,59,1029,1024,1020,31.0,11.0,10.0,29,16,,0.51,5.0,Rain,234,HE
724,2014-12-26,5,2,0,2,1,-1,100,90,59,1030,1028,1021,31.0,12.0,10.0,21,10,,0.0,5.0,Rain-Snow,236,HE
725,2014-12-27,1,0,-1,1,-1,-3,100,95,73,1023,1004,996,19.0,6.0,1.0,32,14,,6.1,7.0,Snow,94,HE
726,2014-12-28,-2,-4,-6,-3,-8,-12,93,70,37,1034,1020,1003,31.0,12.0,5.0,35,23,,0.0,5.0,Snow,17,HE
727,2014-12-29,2,-3,-8,0,-4,-8,100,85,64,1037,1032,1029,31.0,12.0,3.0,26,11,,0.25,6.0,Snow,226,HE
728,2014-12-30,4,0,-4,1,-1,-4,100,89,71,1038,1035,1033,26.0,11.0,4.0,19,10,,0.0,7.0,Rain-Snow,234,HE
729,2014-12-31,2,1,0,2,1,0,100,94,84,1037,1035,1033,10.0,6.0,3.0,14,10,,0.0,7.0,Rain-Snow,195,HE
730,2015-01-01,3,2,1,2,2,1,100,96,87,1038,1036,1033,10.0,2.0,0.0,19,6,,0.0,7.0,Fog,205,HE
731,2015-01-02,4,2,0,3,1,-1,100,91,84,1035,1030,1028,26.0,11.0,3.0,29,21,,6.1,6.0,Rain,206,HE
732,2015-01-03,3,1,0,2,1,0,100,95,86,1035,1026,1016,26.0,9.0,2.0,24,11,34.0,7.87,7.0,Rain-Snow,202,HE
733,2015-01-04,4,2,0,2,1,0,100,83,70,1037,1032,1023,31.0,15.0,10.0,26,14,,0.0,5.0,Rain,244,HE
734,2015-01-05,4,1,-3,1,-1,-4,100,90,60,1037,1033,1029,31.0,13.0,10.0,14,8,,0.0,3.0,Fog,198,HE
735,2015-01-06,-2,-3,-4,-2,-3,-4,100,99,93,1030,1026,1024,14.0,3.0,0.0,14,5,,0.0,6.0,Fog,222,HE
736,2015-01-07,3,1,-2,2,1,-2,100,92,77,1032,1029,1026,26.0,10.0,3.0,21,11,,0.0,7.0,Rain,200,HE
737,2015-01-08,9,5,1,8,4,0,100,91,68,1031,1026,1021,26.0,10.0,6.0,45,16,63.0,5.08,7.0,Rain,204,HE
738,2015-01-09,13,9,5,10,6,3,100,78,58,1031,1023,1015,31.0,11.0,7.0,47,26,69.0,0.0,7.0,Rain,217,HE
739,2015-01-10,15,11,6,12,9,1,88,73,55,1016,1014,1011,31.0,12.0,10.0,55,35,76.0,0.0,6.0,Rain,237,HE
740,2015-01-11,7,6,4,2,-1,-3,76,59,40,1025,1020,1015,31.0,12.0,10.0,47,23,63.0,0.0,5.0,Rain,248,HE
741,2015-01-12,8,7,5,3,2,1,87,73,53,1025,1021,1018,31.0,12.0,10.0,40,29,55.0,0.25,7.0,Rain,209,HE
742,2015-01-13,14,9,4,7,2,-1,93,57,31,1019,1012,1008,10.0,10.0,8.0,50,21,60.0,0.51,6.0,Rain,214,HE
743,2015-01-14,8,5,2,8,2,-1,94,77,51,1019,1013,1009,31.0,11.0,10.0,39,19,66.0,1.02,5.0,Rain,206,HE
744,2015-01-15,11,6,1,5,3,0,100,71,46,1018,1008,1003,31.0,11.0,10.0,32,14,47.0,0.0,6.0,Rain,191,HE
745,2015-01-16,6,6,5,6,4,3,100,85,59,1009,1007,1005,31.0,11.0,5.0,35,16,42.0,2.03,7.0,Rain,219,HE
746,2015-01-17,6,2,-2,4,2,-2,100,90,59,1019,1014,1009,31.0,12.0,3.0,14,6,35.0,0.0,6.0,Fog-Rain,235,HE
747,2015-01-18,4,1,-3,1,-1,-3,100,93,56,1020,1017,1015,31.0,7.0,0.0,19,8,,0.0,6.0,Fog,185,HE
748,2015-01-19,0,-1,-2,-1,-1,-2,100,94,82,1016,1012,1011,13.0,6.0,0.0,11,6,,0.0,7.0,Fog,218,HE
749,2015-01-20,2,1,-1,0,-1,-2,100,90,64,1014,1012,1010,16.0,8.0,3.0,13,5,,0.25,7.0,Snow,230,HE
750,2015-01-21,2,-1,-3,-1,-2,-3,100,87,64,1014,1012,1011,26.0,8.0,0.0,19,10,,0.0,6.0,Fog,55,HE
751,2015-01-22,2,1,0,-1,-2,-3,87,76,63,1020,1015,1012,26.0,12.0,9.0,26,16,,0.0,8.0,Snow,23,HE
752,2015-01-23,3,0,-2,-1,-2,-4,86,76,59,1027,1023,1019,18.0,11.0,9.0,23,16,,0.0,7.0,,20,HE
753,2015-01-24,2,-2,-5,1,-2,-5,100,93,76,1027,1022,1019,18.0,6.0,2.0,18,8,,1.02,7.0,Snow,213,HE
754,2015-01-25,3,0,-3,2,1,-2,100,92,82,1031,1029,1025,26.0,13.0,8.0,23,11,,0.0,6.0,Rain-Snow,211,HE
755,2015-01-26,4,2,1,2,1,1,100,98,87,1029,1023,1018,10.0,6.0,3.0,26,13,,4.06,7.0,Rain-Snow,194,HE
756,2015-01-27,4,2,1,2,2,-1,93,86,75,1023,1021,1019,31.0,13.0,10.0,26,13,,0.25,5.0,Rain,234,HE
757,2015-01-28,5,3,2,4,2,1,100,87,67,1023,1012,998,31.0,11.0,5.0,32,16,,0.0,7.0,Rain,200,HE
758,2015-01-29,4,2,0,3,1,-2,100,87,68,1001,990,974,31.0,14.0,6.0,29,18,39.0,1.02,6.0,Rain-Snow-Hail,195,HE
759,2015-01-30,3,1,-1,2,-1,-3,100,84,60,980,977,972,31.0,12.0,10.0,34,18,39.0,0.51,5.0,Fog-Rain-Snow-Hail,221,HE
760,2015-01-31,4,1,-2,1,-1,-2,100,84,56,988,983,980,31.0,11.0,5.0,26,13,,2.03,6.0,Rain-Snow,200,HE
761,2015-02-01,2,1,0,1,0,-1,100,95,79,996,991,986,26.0,9.0,1.0,18,6,,0.51,6.0,Rain-Snow,203,HE
762,2015-02-02,4,2,0,1,-1,-3,100,83,55,1003,1000,996,26.0,10.0,5.0,29,13,,0.0,6.0,Rain-Snow,238,HE
763,2015-02-03,3,0,-3,-2,-3,-4,93,81,59,1008,1004,1002,31.0,15.0,10.0,14,10,,0.0,5.0,Snow,217,HE
764,2015-02-04,1,-2,-5,-3,-6,-7,100,73,46,1019,1013,1007,31.0,11.0,10.0,23,8,,0.0,5.0,,25,HE
765,2015-02-05,2,-1,-3,-5,-6,-7,80,64,45,1022,1019,1017,31.0,14.0,10.0,35,19,,0.0,5.0,Snow,27,HE
766,2015-02-06,3,0,-3,-6,-7,-7,74,60,39,1029,1024,1021,31.0,15.0,10.0,39,27,58.0,0.0,2.0,,36,HE
767,2015-02-07,4,-1,-5,0,-7,-8,81,65,38,1032,1029,1026,31.0,17.0,10.0,24,14,,0.0,5.0,Rain,9,HE
768,2015-02-08,4,1,-2,1,-4,-11,87,59,24,1032,1027,1023,31.0,13.0,10.0,35,16,53.0,0.25,6.0,Rain-Snow,316,HE
769,2015-02-09,5,1,-2,3,1,-4,93,79,60,1032,1029,1027,31.0,13.0,10.0,19,11,35.0,0.0,7.0,Rain-Snow,229,HE
770,2015-02-10,7,4,2,3,2,1,100,85,62,1032,1030,1029,27.0,10.0,5.0,14,8,,0.0,7.0,Rain,199,HE
771,2015-02-11,4,3,2,1,0,-1,87,78,66,1030,1027,1025,31.0,12.0,10.0,16,11,,0.0,8.0,,85,HE
772,2015-02-12,2,1,0,0,-1,-1,93,85,75,1026,1024,1023,10.0,9.0,6.0,13,8,,0.0,8.0,,106,HE
773,2015-02-13,3,1,-1,-1,-1,-2,94,88,70,1024,1019,1014,11.0,8.0,3.0,16,8,,0.0,8.0,,94,HE
774,2015-02-14,6,2,-1,1,-2,-3,93,78,56,1015,1012,1010,14.0,10.0,6.0,24,13,,0.0,5.0,Rain,55,HE
775,2015-02-15,7,1,-4,-1,-2,-5,93,79,45,1019,1013,1011,16.0,10.0,5.0,19,10,,0.0,2.0,Fog,87,HE
776,2015-02-16,3,1,-2,0,-1,-1,93,80,69,1023,1020,1017,13.0,10.0,8.0,10,5,,0.0,8.0,,135,HE
777,2015-02-17,4,2,1,1,0,-1,87,80,67,1040,1032,1023,11.0,8.0,5.0,14,6,,0.0,7.0,,218,HE
778,2015-02-18,6,3,2,1,0,-1,93,77,53,1042,1040,1037,18.0,9.0,6.0,14,5,,0.0,7.0,,111,HE
779,2015-02-19,2,1,0,-1,-2,-3,87,77,65,1038,1031,1025,13.0,9.0,6.0,19,11,,0.0,8.0,,193,HE
780,2015-02-20,11,6,1,2,0,-2,87,66,40,1026,1015,1003,18.0,10.0,6.0,26,13,,0.0,6.0,,194,HE
781,2015-02-21,7,4,1,4,1,-2,93,71,39,1005,1000,997,31.0,12.0,9.0,26,16,34.0,2.03,7.0,Rain,214,HE
782,2015-02-22,7,3,-1,1,-1,-2,100,79,44,1012,1009,1004,31.0,14.0,10.0,16,6,,0.0,5.0,Rain,211,HE
783,2015-02-23,4,2,0,4,1,0,100,94,81,1009,1001,998,16.0,8.0,2.0,21,14,,7.11,7.0,Rain-Snow,187,HE
784,2015-02-24,7,3,1,2,2,0,100,82,58,1016,1008,1001,31.0,13.0,10.0,29,14,,0.0,5.0,Fog-Rain,198,HE
785,2015-02-25,8,3,-2,2,1,-1,100,82,49,1022,1019,1015,31.0,11.0,5.0,19,8,,0.0,4.0,Fog-Rain,210,HE
786,2015-02-26,9,6,2,3,2,-1,95,75,46,1022,1019,1011,31.0,14.0,10.0,18,5,,0.0,6.0,Rain,180,HE
787,2015-02-27,5,4,3,4,2,-1,99,83,52,1021,1013,1009,31.0,12.0,10.0,19,6,,5.08,7.0,Rain,315,HE
788,2015-02-28,8,3,-2,2,-1,-3,100,74,41,1023,1020,1013,31.0,13.0,10.0,18,11,,0.0,2.0,Fog-Rain,210,HE
789,2015-03-01,10,6,1,7,4,-2,97,83,65,1014,1007,1002,31.0,11.0,6.0,29,18,,3.05,6.0,Rain,193,HE
790,2015-03-02,10,6,2,7,1,-5,87,65,25,1018,1007,1000,26.0,10.0,8.0,42,23,61.0,0.25,4.0,Rain-Snow,247,HE
791,2015-03-03,11,6,0,3,-1,-2,87,65,33,1022,1019,1016,14.0,10.0,10.0,37,19,60.0,0.51,4.0,Rain,213,HE
792,2015-03-04,8,4,1,2,0,-2,100,75,40,1031,1025,1020,26.0,11.0,10.0,35,14,48.0,0.25,5.0,Rain-Thunderstorm,230,HE
793,2015-03-05,8,4,1,1,-1,-2,93,64,41,1038,1036,1031,10.0,10.0,10.0,21,13,47.0,0.0,4.0,Rain,309,HE
794,2015-03-06,9,3,-2,2,0,-2,100,74,43,1039,1037,1034,31.0,15.0,10.0,18,5,,0.0,5.0,,190,HE
795,2015-03-07,11,3,-3,1,-1,-3,100,74,31,1036,1033,1029,31.0,24.0,18.0,13,3,,0.0,8.0,,178,HE
796,2015-03-08,14,6,-2,3,1,-2,100,70,34,1030,1026,1023,31.0,30.0,26.0,10,5,,0.0,8.0,,49,HE
797,2015-03-09,16,8,0,6,3,0,98,72,38,1028,1025,1024,31.0,17.0,10.0,21,6,,0.0,3.0,,26,HE
798,2015-03-10,10,4,-2,9,4,-2,100,91,74,1029,1027,1024,31.0,12.0,5.0,13,5,,0.25,6.0,Fog-Rain,276,HE
799,2015-03-11,10,5,0,3,-1,-7,100,66,26,1032,1030,1028,31.0,14.0,10.0,26,10,29.0,0.0,1.0,Fog,33,HE
800,2015-03-12,12,4,-2,2,-1,-3,100,66,27,1032,1030,1027,27.0,14.0,10.0,21,10,,0.0,2.0,,54,HE
801,2015-03-13,8,4,1,-1,-2,-5,81,59,28,1028,1024,1022,31.0,13.0,10.0,27,16,,0.0,5.0,,57,HE
802,2015-03-14,7,4,3,2,0,-2,76,68,57,1027,1025,1024,31.0,12.0,10.0,26,18,,0.0,6.0,Rain,30,HE
803,2015-03-15,7,5,3,3,2,0,93,79,59,1026,1025,1023,31.0,12.0,8.0,26,16,,1.02,6.0,Rain,48,HE
804,2015-03-16,13,8,3,3,1,0,87,63,33,1024,1023,1022,26.0,18.0,11.0,26,16,,0.0,,,32,HE
805,2015-03-17,17,11,4,4,3,1,81,56,26,1025,1024,1022,31.0,22.0,11.0,21,14,,0.0,,,33,HE
806,2015-03-18,18,12,5,6,4,3,87,59,28,1026,1024,1023,31.0,17.0,6.0,16,10,,0.0,,Fog,41,HE
807,2015-03-19,16,11,7,6,4,2,87,64,30,1026,1025,1024,16.0,8.0,3.0,24,13,,0.0,,,357,HE
808,2015-03-20,15,9,2,3,1,-1,93,60,23,1026,1023,1018,14.0,10.0,5.0,14,8,,0.0,,Fog,18,HE
809,2015-03-21,8,3,-1,5,2,-1,100,82,48,1020,1017,1016,19.0,9.0,3.0,18,6,29.0,0.51,6.0,Fog-Rain,306,HE
810,2015-03-22,8,4,1,3,1,-2,87,71,49,1025,1022,1019,31.0,12.0,10.0,34,19,47.0,0.0,6.0,Rain,26,HE
811,2015-03-23,10,5,0,2,0,-2,93,72,46,1023,1017,1011,31.0,12.0,8.0,16,10,,0.0,6.0,,37,HE
812,2015-03-24,13,6,-2,3,1,-3,100,72,36,1012,1009,1005,13.0,8.0,5.0,14,5,,0.0,5.0,,22,HE
813,2015-03-25,18,11,4,6,3,1,81,62,27,1006,1004,1002,16.0,10.0,8.0,32,11,,0.0,6.0,,356,HE
814,2015-03-26,11,8,4,4,2,-5,93,68,20,1011,1008,1006,31.0,11.0,6.0,40,19,47.0,0.0,7.0,Rain,253,HE
815,2015-03-27,11,7,4,4,1,-2,90,63,31,1024,1017,1010,31.0,13.0,10.0,32,18,50.0,0.0,5.0,Rain,246,HE
816,2015-03-28,13,8,2,8,2,-2,93,64,26,1024,1020,1013,31.0,12.0,8.0,27,11,45.0,0.0,7.0,Rain,208,HE
817,2015-03-29,13,11,9,9,8,4,88,79,63,1013,1004,995,26.0,12.0,10.0,52,27,69.0,3.05,7.0,Rain,216,HE
818,2015-03-30,11,8,4,6,1,-5,82,56,26,1013,1004,997,14.0,10.0,10.0,55,29,74.0,0.0,6.0,Rain,256,HE
819,2015-03-31,15,9,4,9,3,-3,93,63,33,1011,1003,995,31.0,11.0,4.0,61,31,90.0,4.06,6.0,Rain-Thunderstorm,247,HE
820,2015-04-01,9,6,3,3,0,-2,93,64,34,1021,1016,1011,31.0,12.0,4.0,74,29,74.0,0.76,4.0,Rain-Snow-Hail,253,HE
821,2015-04-02,9,6,3,5,-1,-7,93,61,24,1022,1015,1009,31.0,11.0,10.0,43,27,60.0,2.03,6.0,Rain,259,HE
822,2015-04-03,11,4,-2,0,-2,-5,93,60,23,1024,1021,1016,10.0,10.0,10.0,16,10,,0.0,3.0,,209,HE
823,2015-04-04,8,6,4,3,1,-6,93,67,29,1019,1016,1014,31.0,13.0,8.0,26,10,,4.06,7.0,Rain,16,HE
824,2015-04-05,10,6,1,0,-4,-9,81,48,17,1026,1023,1019,31.0,17.0,10.0,24,16,39.0,0.0,1.0,,19,HE
825,2015-04-06,11,4,-3,-1,-3,-5,86,59,24,1033,1028,1025,31.0,13.0,10.0,24,8,,0.0,5.0,,7,HE
826,2015-04-07,13,6,-2,-1,-3,-4,93,56,20,1038,1035,1033,10.0,10.0,10.0,13,6,,0.0,6.0,,221,HE
827,2015-04-08,16,8,-1,4,2,-2,93,64,33,1034,1032,1030,31.0,13.0,10.0,13,5,,0.0,3.0,,67,HE
828,2015-04-09,19,12,5,6,5,3,87,62,29,1031,1027,1024,31.0,22.0,10.0,16,8,,0.0,1.0,,57,HE
829,2015-04-10,22,13,4,7,4,1,94,57,17,1025,1021,1018,31.0,21.0,10.0,19,5,,0.0,,Fog,186,HE
830,2015-04-11,17,12,7,9,6,1,82,60,35,1027,1021,1018,19.0,10.0,10.0,34,13,,0.0,6.0,Rain,218,HE
831,2015-04-12,19,12,6,8,3,1,87,53,23,1031,1028,1026,26.0,10.0,10.0,26,13,,0.0,6.0,Rain,258,HE
832,2015-04-13,16,12,7,6,3,-3,87,54,25,1031,1029,1026,10.0,10.0,10.0,29,13,35.0,0.0,6.0,,276,HE
833,2015-04-14,22,12,1,7,3,-1,87,54,23,1032,1028,1023,31.0,12.0,10.0,29,10,,0.0,2.0,,221,HE
834,2015-04-15,25,16,6,8,6,1,93,52,14,1023,1019,1013,10.0,10.0,10.0,21,10,,0.0,,Fog,205,HE
835,2015-04-16,23,14,6,9,6,4,93,54,20,1015,1013,1010,31.0,27.0,24.0,32,6,,0.0,8.0,,203,HE
836,2015-04-17,16,11,7,5,1,-3,66,47,22,1021,1015,1012,10.0,10.0,10.0,32,21,34.0,0.0,6.0,Rain,28,HE
837,2015-04-18,14,8,3,1,-1,-5,76,47,18,1026,1024,1021,10.0,10.0,10.0,26,14,40.0,0.0,2.0,,29,HE
838,2015-04-19,18,10,2,0,-3,-6,75,42,12,1025,1022,1019,,,,21,10,,0.0,,,71,HE
839,2015-04-20,20,13,6,2,0,-3,66,38,15,1027,1025,1023,,,,27,13,35.0,0.0,,,34,HE
840,2015-04-21,24,13,3,5,2,-1,93,46,12,1030,1028,1026,,,,21,6,32.0,0.0,,,341,HE
841,2015-04-22,17,11,4,3,2,0,81,52,22,1029,1026,1023,,,,34,11,,0.0,,,21,HE
842,2015-04-23,18,10,1,4,2,0,100,58,20,1024,1019,1015,31.0,17.0,10.0,11,5,,0.0,2.0,Fog,128,HE
843,2015-04-24,21,11,2,5,2,-1,93,53,18,1017,1014,1011,31.0,17.0,10.0,16,5,,0.0,,Fog,196,HE
844,2015-04-25,18,12,6,12,8,4,94,75,42,1012,1010,1009,31.0,16.0,10.0,26,6,,0.25,6.0,Rain,202,HE
845,2015-04-26,21,16,9,13,11,7,100,73,33,1011,1007,1003,24.0,9.0,5.0,23,10,,4.06,5.0,Fog-Rain-Thunderstorm,181,HE
846,2015-04-27,14,11,8,14,11,5,100,88,70,1007,1003,1001,31.0,11.0,5.0,29,11,,3.05,7.0,Fog-Rain,9,HE
847,2015-04-28,14,10,5,6,2,-3,81,56,22,1021,1014,1007,31.0,11.0,10.0,29,19,42.0,0.0,6.0,Rain,316,HE
848,2015-04-29,16,8,-1,4,1,-3,100,62,19,1022,1019,1015,10.0,10.0,10.0,16,6,,0.0,6.0,,203,HE
849,2015-04-30,16,10,4,9,6,3,99,76,37,1016,1014,1011,31.0,13.0,10.0,35,10,53.0,3.05,6.0,Rain,215,HE
850,2015-05-01,12,9,6,8,6,3,100,78,45,1012,1009,1006,31.0,13.0,7.0,16,8,,0.0,7.0,Fog-Rain,31,HE
851,2015-05-02,17,9,1,8,3,0,100,66,23,1013,1011,1008,31.0,14.0,10.0,14,5,,0.0,7.0,Fog-Rain,200,HE
852,2015-05-03,17,13,9,16,12,8,99,92,82,1011,1006,1005,31.0,12.0,3.0,21,10,,4.06,7.0,Rain,142,HE
853,2015-05-04,22,17,12,15,12,9,100,71,32,1011,1008,1004,26.0,13.0,10.0,26,13,,0.25,5.0,Fog-Rain,189,HE
854,2015-05-05,25,19,14,16,12,4,100,64,27,1012,1004,1001,10.0,10.0,10.0,43,14,63.0,0.25,6.0,Rain,234,HE
855,2015-05-06,19,13,8,8,5,0,93,54,20,1017,1014,1012,10.0,10.0,10.0,43,18,60.0,0.0,2.0,Rain,223,HE
856,2015-05-07,18,12,6,8,4,0,93,61,19,1020,1019,1017,10.0,10.0,10.0,27,11,,0.0,3.0,Fog,224,HE
857,2015-05-08,22,14,7,11,6,2,87,53,19,1020,1015,1013,10.0,10.0,10.0,16,8,26.0,0.0,,Rain,324,HE
858,2015-05-09,21,16,10,12,10,7,94,67,32,1023,1018,1015,11.0,10.0,10.0,35,14,52.0,2.03,5.0,Fog-Rain,219,HE
859,2015-05-10,21,14,8,11,7,3,100,63,22,1028,1026,1023,31.0,11.0,10.0,14,10,37.0,0.0,5.0,Fog-Rain,238,HE
860,2015-05-11,26,18,9,12,8,6,82,56,18,1027,1023,1020,,,,16,8,,0.0,,,70,HE
861,2015-05-12,29,20,11,15,11,6,94,61,24,1021,1017,1014,31.0,12.0,10.0,40,10,60.0,0.0,6.0,Fog-Thunderstorm,249,HE
862,2015-05-13,21,14,7,14,7,2,98,60,21,1023,1018,1011,19.0,11.0,10.0,14,8,35.0,0.51,5.0,Fog-Rain,251,HE
863,2015-05-14,20,16,11,13,7,3,96,56,25,1014,1012,1009,31.0,13.0,10.0,19,11,,0.0,7.0,Fog-Rain,23,HE
864,2015-05-15,22,18,13,10,5,2,72,45,18,1020,1013,1009,10.0,10.0,10.0,29,11,,0.0,6.0,,25,HE
